'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_base_total'
'95927.recompute_res', False, False, 0.0, 65, 9870, 9630, 10000, 9630
'959348.recompute_res', False, False, 0.594, 239, 30673, 31011, 34533, 27616
'959393.recompute_res', False, False, 5.484, 29, 10651, 17684, 18983, 9356
'959401.recompute_res', False, False, 10.562, 268, 126777, 198533, 204583, 119640
'959470.recompute_res', False, False, 0.0, 23, 1796, 1716, 1850, 1716
'959495.recompute_res', False, False, 1.047, 179, 33298, 50915, 53779, 30980
'959499.recompute_res', False, False, 158.422, 37, 110284, 214021, 219749, 107131
'9595.recompute_res', False, False, 15.828, 424, 261846, 378818, 386216, 253814
'959502.recompute_res', False, False, 2.609, 44, 29457, 33900, 35785, 27955
'959509.recompute_res', False, False, 3.047, 31, 14922, 19263, 20306, 13896
'959540.recompute_res', False, False, 0.109, 49, 41522, 40895, 41895, 40759
'959567.recompute_res', False, False, 67.953, 179, 66800, 121326, 131644, 60846
'959611.recompute_res', False, False, 38.391, 24, 24879, 45377, 48590, 22801
'959712.recompute_res', False, False, 0.594, 739, 127586, 122325, 129107, 122325
'959717.recompute_res', False, False, 0.047, 7, 1435, 1618, 1728, 1320
'959781.recompute_res', False, False, 0.047, 72, 8758, 8009, 8975, 8009
'959788.recompute_res', False, False, 0.062, 370, 35837, 34638, 36618, 34638
'959818.recompute_res', False, False, 6.547, 24, 8687, 13716, 15278, 7484
'95985.recompute_res', False, False, 0.078, 246, 16709, 15022, 17326, 15005
'959861.recompute_res', False, False, 7.688, 9, 6223, 10710, 11744, 5574
'959881.recompute_res', False, False, 4.047, 12, 6725, 12456, 12973, 6299
'959891.recompute_res', False, False, 6.453, 224, 110397, 130553, 134832, 106360
'959900.recompute_res', False, False, 0.172, 24, 5447, 6018, 6542, 4970
'959921.recompute_res', False, False, 142.828, 336, 195478, 357503, 373208, 183748
'959923.recompute_res', False, False, 18.281, 359, 45121, 68463, 85983, 37651
'959984.recompute_res', False, False, 0.234, 62, 16425, 15904, 16986, 15496
'960.recompute_res', False, False, 0.047, 239, 36686, 35731, 37402, 35731
'960009.recompute_res', False, False, 0.016, 29, 9285, 9063, 9468, 8964
'960020.recompute_res', False, False, 9.094, 51, 10981, 16688, 19262, 8916
'960051.recompute_res', False, False, 32.516, 39, 52285, 96414, 99488, 49601
'960195.recompute_res', False, False, 14.641, 269, 112654, 185902, 193606, 105385
'960212.recompute_res', False, False, 0.938, 331, 53285, 81302, 84634, 51090
'960231.recompute_res', False, False, 40.406, 350, 230214, 420995, 429107, 221626
'960332.recompute_res', False, False, 3.719, 284, 21656, 31793, 38974, 18099
'960494.recompute_res', True, False
'960557.recompute_res', False, False, 154.641, 24, 69507, 116430, 139011, 58287
'960597.recompute_res', False, False, 36.703, 13, 30386, 56738, 60014, 28660
'960724.recompute_res', False, False, 3.094, 42, 10783, 15728, 17345, 9278
'960752.recompute_res', False, False, 0.016, 49, 6350, 6154, 6447, 6154
'960876.recompute_res', True, False
'960944.recompute_res', False, False, 75.703, 13, 52077, 97176, 103636, 48686
'961106.recompute_res', False, False, 0.062, 57, 14911, 14235, 15255, 14172
'961176.recompute_res', False, False, 11.094, 459, 48606, 82977, 98109, 41947
'961256.recompute_res', False, False, 32.594, 119, 52341, 96221, 101491, 48308
'961265.recompute_res', False, False, 0.031, 149, 22165, 21641, 22462, 21641
'961294.recompute_res', False, False, 0.109, 179, 38180, 37012, 38819, 36948
'96137.recompute_res', False, False, 0.703, 24, 8522, 9228, 9983, 7888
'961383.recompute_res', False, False, 8.812, 108, 41835, 75243, 78615, 39173
'961489.recompute_res', False, False, 0.312, 84, 37420, 42712, 43508, 36869
'961518.recompute_res', False, False, 5.562, 59, 20978, 39383, 41534, 19731
'961609.recompute_res', False, False, 14.984, 224, 130999, 155017, 158420, 128751
'96162.recompute_res', False, False, 76.047, 13, 45062, 84142, 89009, 42252
'961628.recompute_res', False, False, 0.0, 5, 149, 142, 153, 142
'961644.recompute_res', False, False, 1.844, 20, 11836, 16598, 17302, 11205
'961786.recompute_res', False, False, 0.188, 87, 5574, 5372, 6489, 4472
'961795.recompute_res', False, False, 3.297, 124, 30154, 47007, 48947, 28839
'961825.recompute_res', False, False, 0.0, 17, 5773, 5783, 5850, 5732
'961840.recompute_res', False, False, 5.984, 191, 64494, 78197, 80979, 62400
'961933.recompute_res', False, False, 217.359, 79, 235654, 455039, 467457, 227813
'961952.recompute_res', True, False
'962097.recompute_res', False, False, 0.75, 20, 17102, 19370, 20000, 16510
'9621.recompute_res', False, False, 0.234, 49, 9841, 9828, 10632, 9028
'962209.recompute_res', False, False, 0.703, 449, 31083, 35108, 37850, 29818
'962224.recompute_res', False, False, 1.531, 69, 9253, 12496, 13613, 8337
'962318.recompute_res', False, False, 0.016, 29, 9324, 9207, 9535, 9081
'962359.recompute_res', False, False, 0.047, 49, 2047, 2306, 2660, 1835
'96240.recompute_res', False, False, 92.453, 13, 61156, 113363, 122061, 56833
'962434.recompute_res', False, False, 0.094, 124, 30397, 28912, 30702, 28912
'962449.recompute_res', False, False, 777.656, 25, 267210, 504909, 542163, 252996
'962658.recompute_res', False, False, 0.156, 327, 68280, 66210, 68975, 66210
'962812.recompute_res', False, False, 0.094, 29, 4691, 5646, 5880, 4502
'962851.recompute_res', False, False, 24.469, 89, 40369, 72348, 76633, 36848
'962868.recompute_res', False, False, 1.594, 112, 30627, 41936, 43809, 28227
'962872.recompute_res', True, False
'962909.recompute_res', False, True, '', '', '', '', '', ''
'963015.recompute_res', False, False, 0.188, 114, 34207, 33740, 35199, 32837
'963064.recompute_res', False, False, 0.734, 268, 93531, 95194, 99080, 90507
'963077.recompute_res', False, False, 0.641, 3, 705, 1048, 1234, 561
'963090.recompute_res', False, False, 1.922, 179, 27951, 37853, 40455, 25639
'963129.recompute_res', False, False, 11.953, 14, 13404, 24664, 25754, 12693
'96314.recompute_res', False, False, 7.75, 3, 6890, 13048, 13557, 6604
'963211.recompute_res', False, False, 39.594, 59, 28888, 53807, 57153, 27120
'963219.recompute_res', False, False, 77.0, 13, 51086, 95614, 102563, 47909
'963228.recompute_res', False, False, 165.656, 37, 111558, 216692, 222130, 108498
'963306.recompute_res', False, False, 10.078, 24, 24467, 38893, 40521, 22889
'963318.recompute_res', False, False, 11.297, 99, 59436, 101080, 104031, 56455
'96337.recompute_res', False, False, 17.875, 55, 11299, 20079, 22565, 10333
'963383.recompute_res', False, False, 0.0, 49, 5490, 5186, 5662, 5186
'963397.recompute_res', False, False, 4.5, 39, 16055, 27974, 29126, 15126
'963685.recompute_res', False, False, 140.672, 173, 104885, 186042, 203549, 93985
'963778.recompute_res', False, False, 0.328, 199, 20512, 21007, 23232, 18485
'963815.recompute_res', False, False, 34.906, 149, 94516, 167407, 172812, 89746
'96388.recompute_res', False, False, 28.797, 154, 36824, 63396, 70056, 32312
'963963.recompute_res', False, False, 12.484, 20, 16009, 29721, 31081, 15007
'964107.recompute_res', False, False, 96.766, 174, 110623, 206628, 216800, 103473
'964109.recompute_res', False, False, 0.203, 494, 89456, 87129, 90443, 87129
'964134.recompute_res', True, False
'964187.recompute_res', False, False, 21.719, 89, 23864, 35443, 40992, 19050
'96419.recompute_res', False, False, 0.797, 590, 45528, 81618, 85804, 43475
'964329.recompute_res', False, False, 22.422, 254, 156510, 279069, 287033, 150716
'964361.recompute_res', False, False, 0.0, 29, 9022, 8974, 9234, 8847
'964379.recompute_res', False, False, 0.0, 39, 5665, 5586, 5781, 5586
'964382.recompute_res', False, False, 2.531, 549, 26435, 42233, 51922, 22753
'964517.recompute_res', False, False, 0.547, 24, 6658, 7389, 8211, 5912
'964540.recompute_res', False, False, 155.406, 249, 166550, 295234, 309739, 157239
'96474.recompute_res', False, False, 32.312, 59, 36001, 63907, 68216, 32924
'964751.recompute_res', False, False, 25.359, 55, 47058, 74079, 78265, 43647
'964902.recompute_res', False, False, 0.016, 39, 12556, 12427, 12799, 12300
'965010.recompute_res', False, False, 4.312, 205, 17857, 21064, 29328, 13429
'965026.recompute_res', False, False, 3.672, 50, 10474, 17121, 18873, 9108
'965076.recompute_res', False, False, 12.828, 209, 83504, 126977, 133602, 77009
'965195.recompute_res', False, False, 0.078, 49, 11879, 11053, 12203, 11039
'965209.recompute_res', False, False, 0.016, 4, 1329, 2086, 2106, 1294
'965245.recompute_res', False, False, 0.078, 61, 15028, 14085, 15245, 14082
'965350.recompute_res', False, False, 8.031, 74, 23916, 43220, 45622, 21831
'965416.recompute_res', False, False, 30.484, 725, 234300, 353155, 371031, 214719
'965611.recompute_res', False, False, 1.188, 24, 15813, 24831, 25765, 15088
'965677.recompute_res', False, False, 0.047, 32, 7880, 7995, 8399, 7623
'965693.recompute_res', False, False, 1.703, 502, 48104, 67426, 72838, 44675
'965817.recompute_res', False, False, 138.906, 173, 106142, 188718, 206383, 95237
'965877.recompute_res', False, False, 0.031, 15, 1337, 1413, 1604, 1189
'965883.recompute_res', False, False, 0.016, 174, 5726, 5378, 6247, 5378
'965968.recompute_res', False, False, 0.109, 57, 17830, 18552, 19312, 17156
'966037.recompute_res', False, False, 22.375, 59, 30274, 56267, 59174, 28203
'966089.recompute_res', False, False, 0.0, 8, 479, 469, 486, 469
'966096.recompute_res', False, False, 98.281, 149, 138448, 253542, 262965, 131514
'966149.recompute_res', False, False, 3.766, 20, 13038, 19612, 20523, 12207
'966215.recompute_res', False, False, 0.016, 50, 3430, 3275, 3616, 3126
'966275.recompute_res', False, False, 0.0, 1, 108, 145, 146, 106
'966278.recompute_res', False, False, 0.0, 1, 127, 164, 165, 125
'966289.recompute_res', False, False, 36.156, 20, 25303, 48496, 50516, 24316
'966304.recompute_res', False, False, 2.109, 42, 10965, 14706, 16061, 9720
'966394.recompute_res', False, False, 47.672, 13, 34565, 65634, 69098, 32834
'966498.recompute_res', False, False, 0.078, 99, 17520, 16409, 17816, 16409
'966514.recompute_res', False, False, 26.047, 225, 164747, 303633, 309595, 159510
'966526.recompute_res', False, False, 4.031, 98, 29890, 51249, 53652, 27640
'966533.recompute_res', False, False, 0.875, 44, 25701, 29070, 30029, 25014
'966589.recompute_res', False, False, 0.438, 124, 18289, 19544, 21101, 16986
'966597.recompute_res', False, False, 43.344, 20, 43196, 82910, 85596, 41521
'966633.recompute_res', False, False, 105.719, 59, 95638, 184470, 189219, 92342
'96668.recompute_res', False, False, 0.078, 13, 4545, 4825, 5078, 4337
'966716.recompute_res', False, False, 5.438, 49, 6047, 10986, 12161, 5520
'966760.recompute_res', False, False, 270.766, 54, 112657, 213054, 227077, 106624
'966857.recompute_res', False, False, 0.0, 1, 24, 24, 24, 24
'966888.recompute_res', False, False, 2.641, 59, 15354, 20124, 22332, 13381
'966947.recompute_res', False, False, 0.281, 79, 14969, 14750, 16237, 13680
'966979.recompute_res', False, False, 0.641, 24, 6530, 7654, 8355, 5944
'96701.recompute_res', False, False, 36.062, 15, 28870, 53987, 57093, 27193
'96705.recompute_res', False, False, 34.719, 15, 26458, 48847, 51728, 24837
'96718.recompute_res', False, False, 0.016, 50, 17861, 17566, 18009, 17566
'967650.recompute_res', False, False, 590.219, 568, 254305, 410535, 509077, 213094
'967788.recompute_res', False, False, 0.094, 19, 4251, 4292, 4675, 3916
'967885.recompute_res', False, False, 0.016, 64, 10855, 10345, 11035, 10340
'967891.recompute_res', False, False, 3.719, 149, 43386, 45850, 49975, 39067
'967905.recompute_res', False, False, 0.844, 44, 8749, 9348, 10256, 7896
'967960.recompute_res', False, False, 11.438, 250, 45674, 77365, 83868, 39937
'968103.recompute_res', False, False, 0.062, 40, 9753, 9112, 9935, 9092
'96816.recompute_res', False, False, 6.438, 50, 7883, 13435, 14876, 7184
'968200.recompute_res', False, False, 27.938, 39, 36371, 65031, 68516, 33819
'96824.recompute_res', False, False, 21.406, 49, 33068, 61962, 64244, 31280
'968258.recompute_res', False, False, 0.406, 20, 10832, 11903, 12450, 10341
'968272.recompute_res', False, False, 0.125, 146, 41596, 40761, 42259, 40518
'968299.recompute_res', False, False, 4.656, 37, 36615, 50575, 52025, 35246
'9683.recompute_res', False, False, 3.656, 39, 9507, 16043, 17313, 8394
'968327.recompute_res', False, False, 38.406, 13, 30373, 57655, 59501, 29118
'968332.recompute_res', False, False, 0.125, 20, 8335, 8410, 8902, 7898
'968384.recompute_res', False, False, 8.188, 14, 6015, 10248, 11601, 5153
'968394.recompute_res', False, False, 6.125, 14, 4860, 7931, 9044, 4028
'968444.recompute_res', False, False, 0.016, 189, 5946, 6040, 7105, 5488
'968446.recompute_res', False, False, 0.844, 99, 56032, 92496, 94099, 54433
'968480.recompute_res', False, False, 10.891, 19, 14387, 27105, 28107, 13650
'968504.recompute_res', False, False, 0.109, 73, 28787, 28124, 29248, 27873
'968513.recompute_res', False, False, 16.969, 24, 22034, 38506, 40775, 20124
'968541.recompute_res', False, False, 2.219, 378, 59993, 65138, 71254, 56437
'968573.recompute_res', False, False, 0.266, 107, 20785, 22088, 23807, 19409
'968691.recompute_res', False, False, 0.031, 49, 16648, 16072, 16775, 16065
'968733.recompute_res', False, False, 0.0, 74, 8828, 8682, 8973, 8682
'968734.recompute_res', False, True, '', '', '', '', '', ''
'968738.recompute_res', False, False, 205.688, 474, 212200, 384540, 411576, 193578
'96877.recompute_res', False, False, 26.391, 307, 37799, 62592, 72407, 32332
'968784.recompute_res', False, True, '', '', '', '', '', ''
'968822.recompute_res', False, False, 0.125, 219, 7010, 7678, 9347, 5938
'968849.recompute_res', False, False, 0.047, 10, 3196, 3289, 3601, 3001
'968956.recompute_res', False, False, 0.344, 99, 23091, 22138, 24490, 21007
'968987.recompute_res', False, False, 42.844, 383, 83319, 138683, 152872, 72095
'969006.recompute_res', False, False, 16.266, 49, 23338, 42098, 45883, 21203
'969023.recompute_res', False, False, 370.031, 174, 221811, 417687, 437794, 209161
'969033.recompute_res', False, False, 0.094, 64, 4111, 4481, 4999, 3623
'969045.recompute_res', False, False, 4.594, 139, 22999, 33179, 34952, 21454
'969078.recompute_res', False, False, 21.172, 299, 116575, 148743, 153061, 113844
'969093.recompute_res', False, False, 217.688, 737, 184985, 326109, 365720, 165809
'969186.recompute_res', False, False, 0.531, 124, 10381, 12104, 13583, 8856
'969234.recompute_res', False, False, 433.781, 124, 350892, 677687, 696859, 339068
'969247.recompute_res', False, False, 63.375, 13, 45404, 86061, 90581, 43111
'969387.recompute_res', False, False, 0.078, 175, 32141, 31853, 33213, 31333
'969420.recompute_res', False, False, 35.891, 402, 91343, 146868, 158205, 82092
'969425.recompute_res', False, False, 8.359, 49, 24222, 27904, 31129, 21581
'969621.recompute_res', False, False, 43.219, 199, 61367, 105553, 114762, 53597
'969625.recompute_res', False, False, 2.172, 14, 5376, 8866, 9444, 4911
'969658.recompute_res', False, False, 175.969, 34, 100198, 185362, 198145, 92749
'969671.recompute_res', False, False, 349.188, 49, 143464, 266852, 286943, 133588
'969685.recompute_res', False, False, 169.047, 34, 93863, 173037, 185526, 86577
'969746.recompute_res', False, False, 1.641, 14, 5918, 10239, 10620, 5585
'969857.recompute_res', False, False, 16.891, 144, 74735, 119305, 123300, 70921
'969865.recompute_res', False, False, 1.406, 20, 14415, 16340, 17059, 13757
'969956.recompute_res', False, False, 1.312, 159, 43702, 46020, 49044, 40632
'969969.recompute_res', True, False
'970016.recompute_res', False, False, 6.109, 20, 14376, 24571, 25530, 13435
'970022.recompute_res', False, False, 1.0, 20, 12889, 15006, 15653, 12265
'970053.recompute_res', False, False, 0.0, 49, 1836, 1757, 1933, 1757
'970060.recompute_res', False, False, 0.766, 20, 10168, 12509, 13143, 9586
'970242.recompute_res', False, False, 2.922, 49, 18211, 18398, 20474, 16304
'970254.recompute_res', False, False, 5.766, 44, 16196, 26523, 27696, 15187
'970313.recompute_res', True, False
'970354.recompute_res', False, False, 640.844, 168, 349740, 662575, 697486, 331649
'97041.recompute_res', False, False, 0.141, 119, 49178, 47341, 49534, 47341
'970438.recompute_res', False, False, 0.047, 49, 18036, 20052, 20478, 17732
'970494.recompute_res', False, False, 0.047, 99, 4897, 4887, 5398, 4514
'970495.recompute_res', False, False, 0.031, 41, 3584, 3568, 3806, 3421
'970510.recompute_res', False, False, 1.734, 99, 16408, 26594, 28522, 14450
'970512.recompute_res', False, False, 55.641, 49, 62300, 112901, 118075, 57628
'970584.recompute_res', True, False
'970620.recompute_res', False, False, 8.5, 99, 27761, 48537, 50918, 25651
'970628.recompute_res', False, False, 2.203, 29, 8996, 15961, 16755, 8255
'970648.recompute_res', False, False, 1.047, 29, 8306, 10261, 11232, 7501
'970659.recompute_res', False, False, 7.703, 49, 23652, 30033, 31107, 23023
'970662.recompute_res', False, False, 6.531, 49, 23603, 29766, 30752, 23032
'970670.recompute_res', False, False, 17.062, 20, 23632, 44890, 46405, 22544
'970672.recompute_res', False, False, 1.172, 20, 9927, 11361, 12007, 9319
'970708.recompute_res', False, False, 0.016, 124, 5368, 5028, 5739, 5028
'970726.recompute_res', False, False, 1.312, 137, 24348, 30002, 32649, 21890
'970755.recompute_res', False, False, 182.078, 99, 78121, 135601, 160851, 68137
'971001.recompute_res', False, False, 0.016, 77, 11097, 10781, 11316, 10781
'971011.recompute_res', False, False, 0.016, 29, 9201, 9037, 9413, 8910
'971040.recompute_res', False, False, 201.016, 149, 189784, 361863, 374623, 181436
'97112.recompute_res', False, False, 86.375, 124, 57422, 100147, 110940, 51166
'971204.recompute_res', False, False, 0.062, 252, 4004, 4671, 6346, 3376
'971348.recompute_res', False, False, 0.812, 11, 5226, 6411, 6898, 4815
'971354.recompute_res', False, False, 412.625, 970, 310097, 556178, 617144, 281684
'971356.recompute_res', False, False, 1.266, 11, 3522, 4602, 5167, 3048
'971357.recompute_res', False, False, 0.328, 11, 3083, 3961, 4337, 2780
'971362.recompute_res', False, False, 0.922, 11, 5701, 8242, 8702, 5301
'971380.recompute_res', False, False, 0.062, 124, 9573, 8958, 9949, 8817
'971401.recompute_res', False, False, 0.031, 19, 3995, 3767, 4121, 3752
'971418.recompute_res', False, False, 174.906, 444, 296133, 531861, 551422, 279467
'971534.recompute_res', False, False, 45.391, 17, 18340, 31150, 39176, 15691
'971569.recompute_res', False, False, 5.531, 249, 79953, 108222, 112339, 76168
'971621.recompute_res', False, False, 108.047, 279, 217685, 412763, 425531, 207101
'971660.recompute_res', False, False, 69.031, 64, 56848, 105748, 113110, 52976
'971735.recompute_res', False, False, 2.531, 149, 10680, 16359, 17791, 9795
'971767.recompute_res', True, False
'971773.recompute_res', False, False, 0.016, 1, 464, 589, 598, 454
'971801.recompute_res', False, False, 0.125, 99, 17452, 16473, 17771, 16358
'971823.recompute_res', False, False, 0.016, 18, 3635, 3732, 3829, 3565
'971843.recompute_res', True, False
'971883.recompute_res', False, False, 71.25, 13, 47852, 90742, 95975, 45385
'971915.recompute_res', False, False, 6.25, 186, 55414, 74561, 78738, 50965
'971933.recompute_res', False, False, 82.25, 370, 133343, 228768, 245000, 123490
'971935.recompute_res', False, False, 11.859, 48, 19151, 29107, 31357, 17542
'972050.recompute_res', False, True, '', '', '', '', '', ''
'972060.recompute_res', False, False, 24.5, 25, 13643, 23412, 26364, 11772
'97208.recompute_res', False, False, 0.109, 12, 5603, 5644, 5928, 5359
'97218.recompute_res', False, False, 0.047, 34, 7074, 6618, 7423, 6618
'972183.recompute_res', False, False, 6.719, 49, 18763, 34938, 36769, 17583
'97220.recompute_res', False, False, 0.797, 4, 941, 1322, 1558, 746
'972286.recompute_res', False, True, '', '', '', '', '', ''
'972319.recompute_res', False, False, 4.109, 684, 166092, 177497, 187939, 156919
'97261.recompute_res', False, False, 19.734, 64, 39496, 70712, 74496, 36438
'972612.recompute_res', False, False, 0.0, 49, 5130, 4983, 5276, 4983
'972615.recompute_res', False, False, 2.766, 69, 17460, 28545, 30523, 15653
'972679.recompute_res', False, False, 0.094, 5, 1494, 1731, 1844, 1374
'972739.recompute_res', False, False, 0.031, 57, 9682, 9082, 10026, 9082
'97285.recompute_res', False, False, 6.594, 24, 10282, 18070, 19047, 9413
'97288.recompute_res', False, False, 9.797, 58, 10659, 18916, 21357, 9693
'972888.recompute_res', False, False, 1.344, 74, 14134, 25465, 26748, 13535
'972926.recompute_res', False, False, 13.109, 34, 12970, 21395, 23745, 11392
'973.recompute_res', False, False, 0.0, 25, 556, 503, 619, 501
'973005.recompute_res', False, False, 5.953, 89, 32156, 47923, 50829, 30150
'973041.recompute_res', False, False, 8.891, 29, 16493, 29657, 31214, 15375
'973046.recompute_res', False, False, 225.281, 249, 127858, 228419, 252516, 114463
'973241.recompute_res', False, False, 0.734, 44, 9692, 15942, 16920, 8878
'973369.recompute_res', False, False, 0.0, 4, 1005, 1008, 1048, 974
'973390.recompute_res', False, False, 52.875, 24, 32190, 60093, 63467, 30069
'973415.recompute_res', False, False, 0.062, 14, 2838, 3249, 3426, 2612
'973585.recompute_res', False, False, 17.281, 49, 15065, 26897, 30124, 13736
'973596.recompute_res', False, False, 0.0, 12, 1715, 1691, 1750, 1691
'973680.recompute_res', False, False, 0.172, 121, 49905, 49298, 51229, 48206
'973751.recompute_res', False, False, 1.438, 51, 9263, 16610, 17393, 8763
'973796.recompute_res', False, False, 0.016, 29, 6968, 6847, 7052, 6847
'973823.recompute_res', False, False, 0.109, 353, 17459, 15463, 18483, 15463
'973887.recompute_res', False, False, 0.203, 154, 24943, 27478, 28619, 24176
'973898.recompute_res', False, False, 0.078, 127, 42985, 42106, 43408, 42106
'973931.recompute_res', False, False, 0.172, 64, 19202, 20319, 21259, 18457
'973982.recompute_res', False, False, 57.062, 129, 126206, 237027, 243520, 120781
'974035.recompute_res', False, False, 2.781, 80, 16026, 21538, 23715, 13800
'974050.recompute_res', False, False, 30.078, 22, 18993, 32699, 36688, 16576
'974075.recompute_res', True, False
'974090.recompute_res', False, False, 16.609, 44, 15331, 28694, 30369, 14384
'974097.recompute_res', False, True, '', '', '', '', '', ''
'974151.recompute_res', False, False, 15.625, 93, 74502, 126459, 129695, 71290
'974152.recompute_res', False, False, 0.219, 102, 10991, 10592, 12122, 9909
'974165.recompute_res', False, False, 0.0, 29, 8130, 8201, 8360, 8057
'974169.recompute_res', False, False, 18.688, 171, 43879, 70537, 76326, 39326
'974194.recompute_res', False, False, 1.453, 29, 9588, 15031, 16019, 8737
'97420.recompute_res', False, False, 134.562, 59, 133976, 252753, 261174, 127351
'974229.recompute_res', False, False, 0.25, 124, 25713, 24234, 26574, 23524
'974295.recompute_res', False, False, 1.797, 671, 110525, 118629, 127074, 103591
'974307.recompute_res', False, False, 4.297, 57, 23152, 29993, 32909, 21026
'974468.recompute_res', False, False, 0.0, 9, 566, 477, 583, 477
'974616.recompute_res', False, False, 2.078, 174, 22999, 35830, 38427, 20752
'97462.recompute_res', False, False, 7.266, 29, 15935, 24764, 26892, 14405
'974632.recompute_res', False, False, 10.344, 32, 18943, 32763, 34580, 17574
'974651.recompute_res', False, False, 4.016, 48, 7380, 12972, 13804, 6778
'974671.recompute_res', False, False, 42.875, 16, 35258, 67625, 70112, 33878
'974673.recompute_res', False, False, 9.453, 92, 18260, 30346, 32332, 16621
'97468.recompute_res', False, False, 20.359, 29, 17856, 33008, 34926, 16580
'974699.recompute_res', False, False, 0.219, 58, 8168, 8629, 9470, 7399
'974726.recompute_res', False, False, 0.125, 174, 50737, 49935, 51463, 49521
'974791.recompute_res', False, False, 0.172, 14, 3362, 4492, 4801, 3120
'974840.recompute_res', False, False, 0.0, 4, 369, 381, 401, 337
'974891.recompute_res', False, False, 0.609, 190, 23406, 23269, 25542, 21172
'974896.recompute_res', False, False, 9.844, 5, 9126, 16731, 17508, 8640
'974921.recompute_res', False, False, 12.266, 14, 11040, 20203, 21386, 10330
'974939.recompute_res', False, False, 0.703, 29, 6211, 9476, 10339, 5551
'974986.recompute_res', False, False, 14.469, 51, 12286, 19449, 23100, 9978
'975001.recompute_res', False, False, 4.453, 57, 23699, 30497, 33455, 21537
'975014.recompute_res', False, False, 501.312, 174, 253173, 475313, 501655, 237942
'975021.recompute_res', False, False, 0.203, 59, 24350, 22921, 24715, 22842
'975081.recompute_res', False, False, 0.125, 99, 22982, 21635, 23247, 21635
'975110.recompute_res', False, False, 18.594, 274, 43440, 62291, 68840, 38290
'975117.recompute_res', False, False, 0.609, 29, 8264, 11644, 12209, 7719
'975149.recompute_res', False, False, 7.422, 39, 13442, 19933, 21877, 11748
'975256.recompute_res', False, False, 33.312, 49, 49680, 92104, 96183, 46798
'975439.recompute_res', False, False, 0.047, 133, 5557, 4577, 5969, 4577
'975536.recompute_res', False, False, 14.172, 249, 91037, 114286, 118108, 88294
'975579.recompute_res', False, False, 0.031, 149, 26737, 26042, 27051, 26042
'975595.recompute_res', False, False, 13.781, 50, 13414, 24854, 26153, 12695
'97567.recompute_res', False, False, 15.297, 39, 13148, 22513, 25651, 11308
'975713.recompute_res', True, False
'975785.recompute_res', False, False, 6.297, 49, 20367, 38397, 40577, 19218
'975786.recompute_res', False, False, 6.484, 610, 31082, 36169, 48342, 24952
'975827.recompute_res', False, False, 0.0, 24, 3719, 3795, 3915, 3668
'975861.recompute_res', False, False, 0.047, 314, 27570, 26664, 28550, 26622
'975863.recompute_res', False, False, 8.0, 56, 23448, 42571, 44565, 21748
'975866.recompute_res', False, False, 0.188, 125, 41875, 39887, 42294, 39845
'975895.recompute_res', False, False, 0.016, 39, 8074, 8079, 8312, 7955
'975917.recompute_res', False, False, 87.141, 507, 216850, 390334, 407736, 202449
'975924.recompute_res', False, False, 102.812, 39, 100747, 193658, 199757, 97367
'975962.recompute_res', False, False, 2.266, 44, 8393, 15752, 16359, 7963
'976068.recompute_res', False, False, 2.703, 74, 24379, 27569, 29530, 21930
'976189.recompute_res', False, False, 0.016, 239, 14592, 14243, 15294, 14243
'976196.recompute_res', False, False, 0.641, 74, 71532, 72010, 72067, 71497
'976239.recompute_res', True, False
'976270.recompute_res', False, False, 0.0, 2, 31, 29, 32, 29
'9763.recompute_res', False, False, 1.172, 478, 167522, 172439, 177904, 162705
'976330.recompute_res', False, False, 4.375, 57, 23856, 30729, 33685, 21719
'976345.recompute_res', False, False, 1.172, 309, 21971, 34830, 38258, 18351
'97636.recompute_res', False, False, 1.031, 19, 8254, 10301, 11016, 7693
'9765.recompute_res', False, False, 0.0, 9, 4390, 4466, 4544, 4346
'976603.recompute_res', False, True, '', '', '', '', '', ''
'976631.recompute_res', False, False, 0.0, 8, 1605, 1526, 1624, 1526
'976679.recompute_res', False, False, 5.469, 110, 25224, 43147, 46487, 22361
'976739.recompute_res', False, False, 0.172, 109, 17268, 16058, 17666, 15864
'97685.recompute_res', False, False, 1.266, 389, 26864, 29943, 33119, 24983
'976870.recompute_res', False, False, 0.547, 126, 10844, 16012, 17379, 9813
'976892.recompute_res', False, False, 0.109, 27, 5136, 5238, 5586, 4826
'976910.recompute_res', False, False, 6.281, 12, 11436, 18183, 19225, 10601
'977002.recompute_res', False, False, 0.016, 8, 2370, 2283, 2452, 2225
'977061.recompute_res', False, False, 0.047, 179, 9333, 8323, 9879, 8309
'977085.recompute_res', False, False, 1.969, 474, 66596, 82523, 87438, 62612
'977112.recompute_res', False, False, 7.062, 98, 28543, 48209, 50959, 26206
'977156.recompute_res', False, False, 0.875, 49, 6285, 8365, 9534, 5094
'97718.recompute_res', False, False, 0.0, 2, 269, 281, 314, 246
'977186.recompute_res', False, False, 286.781, 274, 139870, 249588, 282890, 125299
'97725.recompute_res', False, False, 28.266, 58, 17268, 30118, 35176, 15298
'97730.recompute_res', False, False, 0.031, 202, 24849, 24444, 25368, 24328
'977301.recompute_res', False, False, 55.797, 624, 484053, 784569, 801043, 467390
'977371.recompute_res', False, False, 50.625, 13, 35037, 65884, 69399, 33095
